Order_Item_ID,Order_ID,Menu_ID,Quantity,Selling_Price_Per_Item,Discount_Item,GST_Item,Net_Amount_Item
50,25,8696,2,373.7,0.0,37.37,784.77
51,25,8695,1,329.33,0.0,16.47,345.79999999999995
52,26,30834,2,360.64,18.03,34.26,719.48
53,27,23532,2,111.72,0.0,11.17,234.60999999999999
54,27,23536,1,819.22,0.0,40.96,860.1800000000001
55,28,7305,1,509.69,0.0,25.48,535.17
56,28,7301,2,761.54,0.0,76.15,1599.23
57,28,7302,1,606.32,0.0,30.32,636.6400000000001
58,28,7300,1,999.48,0.0,49.97,1049.45
59,29,32177,2,165.21,8.26,15.7,329.6
60,29,32171,1,842.69,0.0,42.13,884.82
61,30,40126,2,152.14,0.0,15.21,319.48999999999995
62,30,40128,1,782.5,0.0,39.12,821.62
63,31,33943,1,149.34,0.0,7.47,156.81
64,31,33942,2,283.84,0.0,28.38,596.06
65,31,33946,2,208.69,0.0,20.87,438.25
66,31,33945,2,915.41,0.0,91.54,1922.36
67,32,24669,2,660.94,0.0,66.09,1387.97
68,32,24662,2,1079.36,0.0,107.94,2266.66
69,33,34950,2,881.08,0.0,88.11,1850.27
70,34,26055,2,1070.27,0.0,107.03,2247.57
71,34,26057,2,613.29,0.0,61.33,1287.9099999999999
72,35,14713,1,928.62,0.0,46.43,975.05
73,35,14717,1,924.14,0.0,46.21,970.35
74,35,14718,1,934.49,0.0,46.72,981.21
75,36,16013,2,286.67,0.0,28.67,602.01
76,37,15940,1,823.64,0.0,41.18,864.8199999999999
77,38,17702,1,257.13,0.0,12.86,269.99
78,38,17701,1,520.85,0.0,26.04,546.89
79,38,17703,1,955.34,0.0,47.77,1003.11
80,39,741,1,518.41,25.92,24.62,517.1099999999999
81,39,744,2,655.63,0.0,65.56,1376.82
82,39,745,1,331.8,0.0,16.59,348.39
83,40,39966,1,867.43,0.0,43.37,910.8
84,40,39964,2,368.74,0.0,36.87,774.35
85,40,39967,2,797.48,0.0,79.75,1674.71
86,41,38513,1,301.07,0.0,15.05,316.12
87,42,770,1,577.76,0.0,28.89,606.65
88,42,769,2,527.98,0.0,52.8,1108.76
89,43,25810,1,787.72,0.0,39.39,827.11
90,43,25821,2,933.95,0.0,93.4,1961.3000000000002
91,44,13749,2,473.55,0.0,47.36,994.46
92,44,13755,2,764.9,0.0,76.49,1606.29
93,45,33236,1,958.7,0.0,47.94,1006.6400000000001
94,45,33231,2,638.87,0.0,63.89,1341.63
95,46,23749,2,667.33,33.37,63.4,1331.3200000000002
96,46,23745,1,329.45,0.0,16.47,345.91999999999996
97,46,23740,2,575.76,0.0,57.58,1209.1
98,46,23750,2,431.93,21.6,41.03,861.6899999999999
99,47,8303,2,177.62,8.88,16.87,354.35
100,47,8297,1,489.8,24.49,23.27,488.58
101,48,22958,1,498.07,0.0,24.9,522.97
102,49,8475,2,1336.4,0.0,133.64,2806.44
103,49,8474,1,301.95,0.0,15.1,317.05
104,50,38448,2,786.74,0.0,78.67,1652.15
105,51,35681,2,380.8,0.0,38.08,799.6800000000001
106,51,35683,2,203.95,0.0,20.39,428.28999999999996
107,52,12489,2,515.02,0.0,51.5,1081.54
108,53,20365,1,288.47,0.0,14.42,302.89000000000004
109,54,10598,1,1052.05,0.0,52.6,1104.6499999999999
110,54,10601,2,779.1,0.0,77.91,1636.1100000000001
111,54,10592,1,258.36,0.0,12.92,271.28000000000003
112,54,10602,2,1298.61,0.0,129.86,2727.08
113,55,4154,1,351.8,0.0,17.59,369.39
114,56,2067,2,152.78,0.0,15.28,320.84
115,56,2068,1,419.1,0.0,20.96,440.06
116,57,22354,1,343.21,0.0,17.16,360.37
117,57,22358,2,262.21,0.0,26.22,550.64
118,58,19747,1,943.17,0.0,47.16,990.3299999999999
119,59,2673,1,1298.54,0.0,64.93,1363.47
120,59,2676,1,1163.67,58.18,55.27,1160.76
121,59,2681,2,877.83,0.0,87.78,1843.44
122,60,21031,2,588.49,0.0,58.85,1235.83
123,60,21038,2,870.54,0.0,87.05,1828.1299999999999
124,61,14524,2,135.8,0.0,13.58,285.18
125,61,14528,1,449.46,0.0,22.47,471.92999999999995
126,62,18280,1,742.72,0.0,37.14,779.86
127,63,18902,2,1029.14,0.0,102.91,2161.19
128,64,11052,2,444.63,0.0,44.46,933.72
129,65,33967,2,371.45,0.0,37.15,780.05
130,66,12246,2,827.14,0.0,82.71,1736.99
131,67,22544,2,279.01,0.0,27.9,585.92
132,67,22546,1,394.09,0.0,19.7,413.78999999999996
133,67,22554,2,410.04,0.0,41.0,861.08
134,67,22549,2,1060.04,0.0,106.0,2226.08
135,68,37398,2,580.27,29.01,55.13,1157.65
136,68,37391,2,260.91,13.05,24.79,520.51
137,69,3960,2,932.01,0.0,93.2,1957.22
138,69,3963,1,478.47,0.0,23.92,502.39000000000004
139,70,9205,2,809.73,0.0,80.97,1700.43
140,71,16060,2,1147.24,57.36,108.99,2288.75
141,71,16053,2,906.91,0.0,90.69,1904.51
142,71,16054,2,190.6,0.0,19.06,400.26
143,71,16057,2,329.15,16.46,31.27,656.65
144,72,19582,1,293.72,14.69,13.95,292.98
145,72,19588,2,654.8,0.0,65.48,1375.08
146,73,10426,1,630.03,0.0,31.5,661.53
147,73,10432,1,537.07,0.0,26.85,563.9200000000001
148,73,10425,2,705.0,0.0,70.5,1480.5
149,74,21400,1,265.94,0.0,13.3,279.24
150,74,21403,2,1067.06,0.0,106.71,2240.83
151,75,34054,2,1267.66,0.0,126.77,2662.09
152,76,14727,2,524.27,0.0,52.43,1100.97
153,76,14728,2,169.99,0.0,17.0,356.98
154,77,15919,2,363.04,0.0,36.3,762.38
155,77,15921,1,891.39,0.0,44.57,935.96
156,78,29660,2,775.74,0.0,77.57,1629.05
157,78,29657,1,454.25,0.0,22.71,476.96
158,78,29661,2,299.33,0.0,29.93,628.5899999999999
159,79,29702,1,814.07,0.0,40.7,854.7700000000001
160,80,15103,2,879.41,43.97,83.54,1754.4199999999998
161,80,15105,2,1202.65,0.0,120.27,2525.57
162,80,15109,2,119.0,0.0,11.9,249.9
163,81,14658,2,249.05,0.0,24.91,523.01
164,81,14662,2,258.97,0.0,25.9,543.84
165,82,19178,2,129.91,0.0,12.99,272.81
166,83,5496,2,987.92,49.4,93.85,1970.8899999999999
167,83,5504,2,396.56,0.0,39.66,832.78
168,84,36735,1,1321.52,0.0,66.08,1387.6
169,84,36733,1,206.35,0.0,10.32,216.67
170,85,2070,2,513.55,0.0,51.35,1078.4499999999998
171,85,2068,2,419.1,0.0,41.91,880.11
172,86,16206,2,1062.01,0.0,106.2,2230.22
173,86,16208,2,726.92,0.0,72.69,1526.53
174,87,26752,1,248.25,0.0,12.41,260.66
175,88,18872,2,193.36,0.0,19.34,406.06
176,88,18871,2,605.36,30.27,57.51,1207.69
177,89,33544,2,443.97,0.0,44.4,932.34
178,90,23598,1,411.42,0.0,20.57,431.99
179,90,23605,2,1330.06,0.0,133.01,2793.13
180,91,34101,2,902.1,0.0,90.21,1894.41
181,91,34105,1,1168.99,0.0,58.45,1227.44
182,92,9039,2,252.75,0.0,25.28,530.78
183,92,9040,1,602.98,0.0,30.15,633.13
184,93,7823,2,672.75,0.0,67.28,1412.78
185,93,7820,1,761.5,0.0,38.08,799.58
186,94,17882,2,377.97,0.0,37.8,793.74
187,95,8651,1,958.92,0.0,47.95,1006.87
188,95,8646,1,424.7,0.0,21.23,445.93
189,95,8652,1,425.0,0.0,21.25,446.25
190,96,7070,2,401.51,0.0,40.15,843.17
191,96,7065,2,1125.86,0.0,112.59,2364.31
192,97,9193,1,233.02,0.0,11.65,244.67000000000002
193,98,5456,1,745.86,0.0,37.29,783.15
194,98,5458,2,335.23,0.0,33.52,703.98
195,99,37734,1,897.62,0.0,44.88,942.5
196,99,37728,2,381.01,0.0,38.1,800.12
197,100,34473,1,442.73,0.0,22.14,464.87
198,101,40157,2,659.23,32.96,62.63,1315.17
199,102,25464,2,273.6,0.0,27.36,574.5600000000001
200,103,27958,2,134.34,0.0,13.43,282.11
201,104,16789,2,650.16,32.51,61.77,1297.07
202,104,16790,1,707.4,35.37,33.6,705.63
203,104,16796,1,363.96,0.0,18.2,382.15999999999997
204,105,31279,2,610.63,30.53,58.01,1218.21
205,105,31276,2,352.8,0.0,35.28,740.88
206,106,22155,1,565.31,0.0,28.27,593.5799999999999
207,106,22160,1,1267.58,0.0,63.38,1330.96
208,107,26844,2,247.45,0.0,24.75,519.65
209,107,26842,1,390.56,19.53,18.55,389.58
210,108,14036,2,704.77,0.0,70.48,1480.02
211,109,10931,2,180.18,0.0,18.02,378.38
212,110,12598,2,716.2,0.0,71.62,1504.02
213,111,1481,1,205.12,0.0,10.26,215.38
214,111,1479,2,175.26,0.0,17.53,368.04999999999995
215,112,6322,2,507.24,0.0,50.72,1065.2
216,112,6321,1,342.36,0.0,17.12,359.48
217,113,26539,2,683.97,34.2,64.98,1364.52
218,113,26540,1,300.64,0.0,15.03,315.66999999999996
219,114,31146,1,557.93,0.0,27.9,585.8299999999999
220,115,39542,2,132.32,0.0,13.23,277.87
221,116,24053,2,1045.87,0.0,104.59,2196.33
222,116,24052,2,887.69,0.0,88.77,1864.15
223,117,29165,1,930.01,0.0,46.5,976.51
224,118,25573,1,236.19,11.81,11.22,235.6
225,119,27011,2,861.89,0.0,86.19,1809.97
226,120,7554,2,470.45,0.0,47.05,987.9499999999999
227,121,19007,1,722.35,0.0,36.12,758.47
228,121,19010,1,543.6,0.0,27.18,570.78
229,122,30804,2,216.56,0.0,21.66,454.78000000000003
230,122,30800,1,246.24,0.0,12.31,258.55
231,123,23060,2,788.13,0.0,78.81,1655.07
232,123,23057,2,310.81,15.54,29.53,620.0699999999999
233,124,30992,1,496.96,0.0,24.85,521.81
234,125,1487,1,125.57,0.0,6.28,131.85
235,125,1480,1,794.08,39.7,37.72,792.1
236,126,1487,2,125.57,0.0,12.56,263.7
237,126,1493,1,443.48,0.0,22.17,465.65000000000003
238,127,3840,2,293.72,14.69,27.9,585.96
239,127,3843,1,388.48,0.0,19.42,407.90000000000003
240,128,36802,2,1213.5,0.0,121.35,2548.35
241,128,36799,2,968.45,0.0,96.85,2033.75
242,128,36801,2,178.0,0.0,17.8,373.8
243,129,38929,2,592.66,0.0,59.27,1244.59
244,129,38936,2,295.43,14.77,28.07,589.3900000000001
245,129,38928,1,694.82,0.0,34.74,729.5600000000001
246,130,23171,1,741.0,0.0,37.05,778.05
247,131,11066,1,640.87,0.0,32.04,672.91
248,131,11064,1,672.72,0.0,33.64,706.36
249,131,11068,1,193.5,0.0,9.68,203.18
250,132,4917,2,1049.73,0.0,104.97,2204.43
251,133,31188,2,779.61,0.0,77.96,1637.18
252,134,31063,1,192.1,9.61,9.12,191.61
253,135,816,2,758.0,0.0,75.8,1591.8
254,136,6424,2,777.77,0.0,77.78,1633.32
255,136,6426,1,192.21,0.0,9.61,201.82
256,137,11938,2,842.81,0.0,84.28,1769.8999999999999
257,138,9038,1,459.4,0.0,22.97,482.37
258,138,9040,2,602.98,30.15,57.28,1202.94
259,139,7300,2,999.48,0.0,99.95,2098.91
260,139,7302,1,606.32,0.0,30.32,636.6400000000001
261,139,7307,1,703.78,35.19,33.43,702.0199999999999
262,140,1983,2,716.81,0.0,71.68,1505.3
263,140,1982,2,501.5,0.0,50.15,1053.15
264,140,1984,2,605.67,0.0,60.57,1271.9099999999999
265,140,1981,1,1293.9,0.0,64.7,1358.6000000000001
266,140,1980,2,795.19,39.76,75.54,1586.4
267,141,10877,1,606.07,0.0,30.3,636.37
268,141,10869,2,977.42,48.87,92.86,1949.9599999999998
269,142,16722,1,324.1,0.0,16.21,340.31
270,143,37916,1,481.65,0.0,24.08,505.72999999999996
271,143,37914,2,487.63,0.0,48.76,1024.02
272,143,37913,2,665.79,0.0,66.58,1398.1599999999999
273,143,37915,1,1260.31,0.0,63.02,1323.33
274,143,37917,1,1141.05,0.0,57.05,1198.1
275,144,25686,2,397.58,0.0,39.76,834.92
276,144,25693,2,188.66,9.43,17.92,376.38
277,144,25692,2,599.74,29.99,56.98,1196.48
278,145,28953,2,1188.77,0.0,118.88,2496.42
279,146,29352,1,770.28,38.51,36.59,768.36
280,147,23579,2,792.52,0.0,79.25,1664.29
281,148,25621,2,471.29,0.0,47.13,989.71
282,148,25615,2,258.38,0.0,25.84,542.6
283,149,31489,2,442.45,0.0,44.25,929.15
284,149,31490,1,172.96,0.0,8.65,181.61
285,149,31491,2,825.26,0.0,82.53,1733.05
286,149,31486,1,695.79,0.0,34.79,730.5799999999999
287,150,13338,1,578.01,0.0,28.9,606.91
288,151,10807,1,1210.58,0.0,60.53,1271.11
289,152,30803,2,139.7,0.0,13.97,293.37
290,152,30798,1,733.12,36.66,34.82,731.2800000000001
291,152,30805,2,379.44,18.97,36.05,756.99
292,152,30799,2,119.15,0.0,11.92,250.22
293,153,10279,2,1348.31,0.0,134.83,2831.45
294,153,10274,1,1309.82,0.0,65.49,1375.31
295,154,11225,1,278.95,0.0,13.95,292.9
296,154,11226,1,694.43,34.72,32.99,692.6999999999999
297,155,27487,2,803.88,0.0,80.39,1688.15
298,155,27482,1,151.18,0.0,7.56,158.74
299,155,27483,2,217.45,0.0,21.75,456.65
300,155,27484,1,236.5,11.83,11.23,235.89999999999998
301,156,4871,2,170.97,0.0,17.1,359.04
302,156,4872,1,256.15,0.0,12.81,268.96
303,157,18278,2,215.46,0.0,21.55,452.47
304,157,18282,2,839.81,41.99,79.78,1675.4199999999998
305,158,4561,1,143.87,0.0,7.19,151.06
306,159,17383,2,483.03,0.0,48.3,1014.3599999999999
307,159,17385,2,202.04,10.1,19.19,403.07
308,159,17382,1,1003.41,50.17,47.66,1000.9
309,159,17380,2,228.94,0.0,22.89,480.77
310,160,19042,1,531.26,0.0,26.56,557.8199999999999
311,160,19044,1,207.0,0.0,10.35,217.35
312,161,38252,2,525.47,0.0,52.55,1103.49
313,161,38257,2,977.94,0.0,97.79,2053.67
314,162,4241,2,130.56,0.0,13.06,274.18
315,162,4236,2,303.04,0.0,30.3,636.38
316,163,33419,2,426.93,0.0,42.69,896.55
317,164,1240,1,948.64,0.0,47.43,996.0699999999999
318,164,1235,2,302.47,0.0,30.25,635.19
319,165,5485,1,284.94,0.0,14.25,299.19
320,165,5492,2,590.36,29.52,56.08,1177.76
321,166,39282,1,892.17,0.0,44.61,936.78
322,167,34176,1,526.26,0.0,26.31,552.5699999999999
323,168,27919,2,657.92,0.0,65.79,1381.6299999999999
324,168,27915,1,1161.47,58.07,55.17,1158.5700000000002
325,169,30552,2,299.67,0.0,29.97,629.3100000000001
326,169,30557,2,491.75,24.59,46.72,981.0400000000001
327,169,30556,1,403.55,20.18,19.17,402.54
328,170,30964,1,221.38,11.07,10.52,220.83
329,170,30960,2,1021.21,0.0,102.12,2144.54
330,170,30970,1,540.76,0.0,27.04,567.8
331,171,35610,2,740.23,0.0,74.02,1554.48
332,172,20415,2,1313.5,0.0,131.35,2758.35
333,172,20418,2,745.98,0.0,74.6,1566.56
334,173,16554,2,1184.38,0.0,118.44,2487.2000000000003
335,173,16551,2,674.27,0.0,67.43,1415.97
336,174,16202,1,539.66,0.0,26.98,566.64
337,175,311,2,221.03,11.05,21.0,440.96
338,176,37027,2,574.53,0.0,57.45,1206.51
339,176,37028,1,318.96,0.0,15.95,334.90999999999997
340,177,28156,1,534.66,0.0,26.73,561.39
341,177,28154,1,401.32,0.0,20.07,421.39
342,177,28152,1,504.94,0.0,25.25,530.19
343,177,28153,2,682.56,0.0,68.26,1433.3799999999999
344,178,14040,1,958.94,0.0,47.95,1006.8900000000001
345,179,6661,2,463.25,0.0,46.33,972.83
346,180,38844,2,1003.88,0.0,100.39,2108.15
347,180,38847,1,658.69,0.0,32.93,691.62
348,181,14982,2,180.23,0.0,18.02,378.47999999999996
349,181,14978,2,222.85,0.0,22.29,467.99
350,182,32060,1,359.01,17.95,17.05,358.11
351,182,32058,2,160.53,8.03,15.25,320.25
352,182,32059,1,611.79,0.0,30.59,642.38
353,183,39464,1,758.77,0.0,37.94,796.71
354,184,32332,2,1283.22,64.16,121.91,2560.0299999999997
355,185,14170,1,158.84,0.0,7.94,166.78
356,185,14183,1,364.34,18.22,17.31,363.43
357,186,31986,1,603.51,0.0,30.18,633.6899999999999
358,187,38921,2,1144.5,0.0,114.45,2403.45
359,187,38924,2,1345.55,0.0,134.56,2825.66
360,188,37397,2,907.63,0.0,90.76,1906.02
361,189,15107,2,800.9,40.05,76.09,1597.79
362,189,15105,2,1202.65,0.0,120.27,2525.57
363,189,15106,1,892.96,0.0,44.65,937.61
364,189,15109,1,119.0,5.95,5.65,118.7
365,189,15108,1,565.44,28.27,26.86,564.0300000000001
366,190,38825,2,1048.39,52.42,99.6,2091.5400000000004
367,191,8395,1,1319.6,65.98,62.68,1316.3
368,191,8400,1,1303.68,0.0,65.18,1368.8600000000001
369,191,8401,1,566.04,0.0,28.3,594.3399999999999
370,192,38413,2,917.04,45.85,87.12,1829.5
371,192,38419,1,747.4,0.0,37.37,784.77
372,192,38416,2,475.96,0.0,47.6,999.52
373,193,34964,2,261.97,13.1,24.89,522.6300000000001
374,193,34962,1,666.79,0.0,33.34,700.13
375,194,21886,1,609.32,0.0,30.47,639.7900000000001
376,195,36188,1,970.68,0.0,48.53,1019.2099999999999
377,196,11172,1,690.53,0.0,34.53,725.06
378,196,11169,2,980.18,0.0,98.02,2058.38
379,197,23733,2,407.71,0.0,40.77,856.1899999999999
380,198,39513,1,270.25,0.0,13.51,283.76
381,199,3994,2,1021.04,51.05,97.0,2036.98
382,200,21274,2,1144.43,0.0,114.44,2403.3
383,201,9322,2,756.46,0.0,75.65,1588.5700000000002
384,202,15920,1,231.96,11.6,11.02,231.38000000000002
385,202,15923,1,659.19,0.0,32.96,692.1500000000001
386,203,2824,1,220.76,0.0,11.04,231.79999999999998
387,203,2832,1,803.91,40.2,38.19,801.8999999999999
388,204,2737,1,934.91,0.0,46.75,981.66
389,205,39410,2,412.7,0.0,41.27,866.67
390,205,39403,2,392.16,0.0,39.22,823.5400000000001
391,206,28714,2,640.8,0.0,64.08,1345.6799999999998
392,206,28709,2,164.64,8.23,15.64,328.46
393,207,17672,2,1211.67,0.0,121.17,2544.51
394,208,429,1,1056.42,0.0,52.82,1109.24
395,208,421,1,97.72,0.0,4.89,102.61
396,209,29557,1,563.55,0.0,28.18,591.7299999999999
397,210,36253,2,161.77,8.09,15.37,322.73
398,210,36252,1,498.46,24.92,23.68,497.21999999999997
399,211,1054,1,643.43,32.17,30.56,641.8199999999999
400,211,1053,1,411.32,0.0,20.57,431.89
401,212,17401,1,185.54,0.0,9.28,194.82
402,213,17193,2,1069.97,0.0,107.0,2246.94
403,213,17197,2,166.12,8.31,15.78,331.4
404,213,17196,1,769.36,0.0,38.47,807.83
405,214,38138,2,708.15,0.0,70.81,1487.11
406,215,4269,2,617.7,0.0,61.77,1297.17
407,215,4280,1,578.31,0.0,28.92,607.2299999999999
408,216,4066,1,839.98,42.0,39.9,837.88
409,216,4064,1,145.16,0.0,7.26,152.42
410,216,4068,1,790.41,0.0,39.52,829.93
411,217,29418,2,650.85,0.0,65.09,1366.79
412,218,35770,2,815.94,0.0,81.59,1713.47
413,218,35764,2,441.28,0.0,44.13,926.6899999999999
414,219,33949,2,545.31,0.0,54.53,1145.1499999999999
415,220,18349,2,698.21,34.91,66.33,1392.93
416,220,18351,1,230.75,0.0,11.54,242.29
417,221,31186,1,640.04,0.0,32.0,672.04
418,221,31190,2,722.91,0.0,72.29,1518.11
419,222,33867,1,991.7,49.59,47.11,989.22
420,223,7916,2,243.35,0.0,24.34,511.03999999999996
421,224,32628,2,148.88,7.44,14.14,297.02
422,224,32629,1,586.27,29.31,27.85,584.8100000000001
423,224,32624,1,683.16,0.0,34.16,717.3199999999999
424,224,32626,1,1111.14,0.0,55.56,1166.7
425,225,35257,2,975.9,48.8,92.71,1946.91
426,225,35256,2,208.43,0.0,20.84,437.7
427,226,8751,2,644.96,0.0,64.5,1354.42
428,226,8741,2,328.28,0.0,32.83,689.39
429,227,15726,2,793.46,0.0,79.35,1666.27
430,228,20911,2,934.79,0.0,93.48,1963.06
431,229,25564,2,925.37,0.0,92.54,1943.28
432,229,25570,2,525.74,0.0,52.57,1104.05
433,230,23381,2,1129.34,0.0,112.93,2371.6099999999997
434,231,18950,2,794.53,0.0,79.45,1668.51
435,231,18946,2,120.25,0.0,12.03,252.53
436,232,12981,2,1087.77,0.0,108.78,2284.32
437,232,12982,2,1291.71,0.0,129.17,2712.59
438,232,12983,1,739.05,0.0,36.95,776.0
439,232,12991,2,647.33,0.0,64.73,1359.39
440,232,12984,2,338.48,0.0,33.85,710.8100000000001
441,233,21749,2,401.47,0.0,40.15,843.09
442,234,14140,2,952.39,0.0,95.24,2000.02
443,234,14139,2,898.04,0.0,89.8,1885.8799999999999
444,235,2676,1,1163.67,0.0,58.18,1221.8500000000001
445,235,2677,2,579.83,0.0,57.98,1217.64
446,236,6589,1,300.72,0.0,15.04,315.76000000000005
447,236,6587,1,1035.19,0.0,51.76,1086.95
448,236,6592,2,184.52,0.0,18.45,387.49
449,236,6594,2,758.42,37.92,72.05,1513.05
450,237,18644,2,424.48,0.0,42.45,891.4100000000001
451,238,6721,2,562.76,0.0,56.28,1181.8
452,239,2064,1,798.22,0.0,39.91,838.13
453,239,2057,1,936.48,0.0,46.82,983.3000000000001
454,240,14075,2,1244.32,0.0,124.43,2613.0699999999997
455,240,14081,1,379.46,0.0,18.97,398.42999999999995
456,241,24115,1,423.49,0.0,21.17,444.66
457,242,514,1,573.38,28.67,27.24,571.95
458,243,4521,2,264.94,0.0,26.49,556.37
459,244,37020,2,754.67,0.0,75.47,1584.81
460,245,1798,1,518.22,0.0,25.91,544.13
461,246,28257,1,493.98,0.0,24.7,518.6800000000001
462,247,3386,2,443.15,0.0,44.31,930.6099999999999
463,248,32434,2,731.0,0.0,73.1,1535.1
464,248,32435,1,319.8,15.99,15.19,319.0
465,248,32438,1,221.48,0.0,11.07,232.54999999999998
466,249,2469,1,383.64,0.0,19.18,402.82
467,249,2471,2,968.1,48.41,91.97,1931.3500000000001
468,249,2466,2,1081.56,0.0,108.16,2271.2799999999997
469,249,2472,1,813.02,0.0,40.65,853.67
470,250,21136,2,287.9,14.39,27.35,574.37
471,250,21137,1,201.3,10.07,9.56,200.79000000000002
472,251,16431,1,340.73,0.0,17.04,357.77000000000004
473,251,16430,2,900.7,0.0,90.07,1891.47
474,251,16432,1,930.41,46.52,44.19,928.0799999999999
475,251,16426,2,1215.69,0.0,121.57,2552.9500000000003
476,251,16435,2,139.71,6.99,13.27,278.71
477,252,12005,2,662.65,0.0,66.27,1391.57
478,252,12006,1,760.21,0.0,38.01,798.22
479,252,12003,2,604.37,0.0,60.44,1269.18
480,253,29974,1,401.96,20.1,19.09,400.94999999999993
481,254,24796,2,1074.72,53.74,102.1,2144.06
482,254,24789,1,216.49,10.82,10.28,215.95000000000002
483,254,24797,2,411.34,0.0,41.13,863.81
484,255,18954,2,304.1,15.21,28.89,606.6700000000001
485,256,492,1,968.02,48.4,45.98,965.6
486,256,487,2,385.5,0.0,38.55,809.55
487,256,491,2,252.92,0.0,25.29,531.13
488,257,9894,2,716.59,0.0,71.66,1504.8400000000001
489,257,9887,2,398.85,0.0,39.89,837.59
490,257,9893,1,840.89,0.0,42.04,882.93
491,258,9532,2,226.28,0.0,22.63,475.19
492,259,40362,1,632.52,0.0,31.63,664.15
493,260,30488,2,232.83,0.0,23.28,488.94000000000005
494,261,26131,2,210.39,0.0,21.04,441.82
495,262,10884,1,898.24,0.0,44.91,943.15
496,263,4570,1,827.08,41.35,39.29,825.02
497,263,4577,2,515.74,0.0,51.57,1083.05
498,264,32538,1,1440.44,0.0,72.02,1512.46
499,264,32537,2,966.02,48.3,91.77,1927.21
500,265,40101,1,662.26,33.11,31.46,660.61
501,265,40103,2,741.62,0.0,74.16,1557.4
502,265,40102,1,448.06,0.0,22.4,470.46
503,265,40106,2,1403.52,0.0,140.35,2947.39
504,265,40105,1,540.71,0.0,27.04,567.75
505,266,10682,2,1229.75,0.0,122.98,2582.48
506,267,13794,2,227.5,0.0,22.75,477.75
507,268,98,1,608.08,0.0,30.4,638.48
508,268,93,2,575.24,0.0,57.52,1208.0
509,269,12815,2,1275.37,0.0,127.54,2678.2799999999997
510,269,12825,1,1327.96,0.0,66.4,1394.3600000000001
511,269,12823,2,1131.78,0.0,113.18,2376.74
512,270,38625,2,377.81,0.0,37.78,793.4
513,270,38623,1,454.64,0.0,22.73,477.37
514,270,38622,2,269.06,0.0,26.91,565.03
515,271,19021,2,225.53,0.0,22.55,473.61
516,271,19023,1,149.34,7.47,7.09,148.96
517,271,19027,1,185.68,0.0,9.28,194.96
518,272,12574,2,982.93,49.15,93.38,1960.94
519,273,6257,2,1163.85,0.0,116.38,2444.08
520,273,6253,1,1339.34,0.0,66.97,1406.31
521,274,10237,2,650.34,0.0,65.03,1365.71
522,274,10241,2,940.31,0.0,94.03,1974.6499999999999
523,275,31294,1,448.04,0.0,22.4,470.44
