Review_ID,Order_ID,Customer_ID,Restaurant_ID,Food_Rating,Delivery_Rating,Review_Text,Sentiment,Likes
74,112813,413,2630,2,2,Bad.,Negative,19
75,2816,2109,1239,5,5,Excellent!,Positive,9
76,41260,17957,1999,1,1,Terrible.,Negative,4
77,189058,14885,2652,1,1,Terrible.,Negative,1
78,188902,21541,3408,5,5,Excellent!,Positive,3
79,167030,10283,1682,5,5,Excellent!,Positive,15
80,134553,17276,3034,5,5,Excellent!,Positive,14
81,92597,11631,1296,4,4,Good.,Positive,14
82,178490,639,2414,4,4,Good.,Positive,19
83,190727,11305,1890,4,4,Good.,Positive,0
84,28291,13517,3650,4,4,Good.,Positive,5
85,100164,1781,2476,5,5,Excellent!,Positive,3
86,112904,23072,1449,4,4,Good.,Positive,0
87,180473,7581,2409,3,3,Okay.,Neutral,6
88,170637,16332,394,3,3,Okay.,Neutral,6
89,88987,19860,2532,5,5,Excellent!,Positive,7
90,146322,4542,3864,1,1,Terrible.,Negative,17
91,137860,22868,956,3,3,Okay.,Neutral,8
92,143391,8113,533,4,4,Good.,Positive,9
93,171679,16612,1592,4,4,Good.,Positive,6
94,164775,14816,81,2,2,Bad.,Negative,6
95,171403,9188,2461,2,2,Bad.,Negative,1
96,182092,5046,1233,3,3,Okay.,Neutral,1
97,31930,11954,3130,4,4,Good.,Positive,8
98,78447,11992,2925,4,4,Good.,Positive,10
99,145115,11135,3503,1,1,Terrible.,Negative,16
100,96762,7547,2482,2,2,Bad.,Negative,11
101,153368,18643,3693,3,3,Okay.,Neutral,9
102,69029,1444,1472,5,5,Excellent!,Positive,8
103,6683,2272,2571,2,2,Bad.,Negative,15
104,80570,20701,1703,3,3,Okay.,Neutral,15
105,146280,17947,3444,3,3,Okay.,Neutral,2
106,9571,15918,1125,3,3,Okay.,Neutral,4
107,138795,23851,1127,5,5,Excellent!,Positive,0
108,107075,23933,2730,4,4,Good.,Positive,6
109,33645,14751,2491,1,1,Terrible.,Negative,6
110,123496,3435,693,4,4,Good.,Positive,10
111,174673,8593,3166,3,3,Okay.,Neutral,11
112,70580,11450,2735,4,4,Good.,Positive,5
113,179456,7045,2450,2,2,Bad.,Negative,14
114,2676,8771,1878,5,5,Excellent!,Positive,5
115,3746,13104,537,2,2,Bad.,Negative,15
116,126839,20937,758,2,2,Bad.,Negative,11
117,185302,24215,462,3,3,Okay.,Neutral,11
118,33839,16943,1839,5,5,Excellent!,Positive,3
119,52781,22269,2806,3,3,Okay.,Neutral,17
120,161294,17676,3829,4,4,Good.,Positive,15
121,121245,22122,12,1,1,Terrible.,Negative,2
122,43737,12687,2500,5,5,Excellent!,Positive,2
123,141313,18835,2948,4,4,Good.,Positive,4
124,122530,14711,208,5,5,Excellent!,Positive,6
125,147697,16910,970,5,5,Excellent!,Positive,7
126,129029,18529,1982,5,5,Excellent!,Positive,16
127,24357,10521,1808,1,1,Terrible.,Negative,17
128,159378,4087,1186,2,2,Bad.,Negative,9
129,142052,10419,2929,5,5,Excellent!,Positive,6
130,56900,11776,3408,3,3,Okay.,Neutral,16
131,11674,14533,1676,1,1,Terrible.,Negative,20
132,14543,5694,2590,2,2,Bad.,Negative,9
133,44128,8130,3941,4,4,Good.,Positive,12
134,33363,2031,442,2,2,Bad.,Negative,3
135,85451,19934,3208,3,3,Okay.,Neutral,12
136,172703,12719,1955,2,2,Bad.,Negative,2
137,12409,10109,1543,5,5,Excellent!,Positive,10
138,182954,1225,2509,5,5,Excellent!,Positive,10
139,107682,17163,1355,5,5,Excellent!,Positive,13
140,152039,7643,2493,1,1,Terrible.,Negative,1
141,192056,11614,1067,3,3,Okay.,Neutral,11
142,169962,1237,1912,5,5,Excellent!,Positive,15
143,113761,18344,1774,5,5,Excellent!,Positive,19
144,62580,7336,2856,1,1,Terrible.,Negative,5
145,120596,3494,1551,2,2,Bad.,Negative,7
146,2003,2579,151,2,2,Bad.,Negative,14
147,67775,5209,1744,5,5,Excellent!,Positive,10
148,100678,15761,2840,5,5,Excellent!,Positive,19
149,141970,22173,1237,3,3,Okay.,Neutral,15
150,173668,7766,1975,4,4,Good.,Positive,7
151,107245,3899,3803,2,2,Bad.,Negative,6
152,115627,16180,532,5,5,Excellent!,Positive,8
153,39480,7377,1108,4,4,Good.,Positive,6
154,178621,1653,3967,1,1,Terrible.,Negative,10
155,181149,9739,3826,4,4,Good.,Positive,11
156,37470,11143,1085,4,4,Good.,Positive,3
157,113698,15699,2378,5,5,Excellent!,Positive,19
158,155350,331,3403,4,4,Good.,Positive,6
159,183788,21855,3076,3,3,Okay.,Neutral,4
160,140994,3662,2996,3,3,Okay.,Neutral,11
161,193734,13420,2670,3,3,Okay.,Neutral,16
162,140571,10167,314,1,1,Terrible.,Negative,10
163,70505,18456,2417,4,4,Good.,Positive,9
164,101936,19509,1988,3,3,Okay.,Neutral,15
165,78058,7381,2965,2,2,Bad.,Negative,7
166,101239,19336,3038,1,1,Terrible.,Negative,11
167,117569,7023,3474,1,1,Terrible.,Negative,3
168,41269,11155,1603,3,3,Okay.,Neutral,18
169,51624,22149,2496,3,3,Okay.,Neutral,0
170,121774,20119,1237,2,2,Bad.,Negative,0
171,31070,17527,1462,1,1,Terrible.,Negative,19
172,152849,16209,3713,4,4,Good.,Positive,4
173,165500,24840,1488,5,5,Excellent!,Positive,11
174,134684,10790,532,4,4,Good.,Positive,12
175,168490,2071,3275,2,2,Bad.,Negative,14
176,149024,8614,3697,5,5,Excellent!,Positive,9
177,1854,953,2263,1,1,Terrible.,Negative,4
178,108865,20764,491,5,5,Excellent!,Positive,11
179,33043,5655,2129,2,2,Bad.,Negative,2
180,103759,2853,3568,2,2,Bad.,Negative,13
181,24500,9501,3650,2,2,Bad.,Negative,9
182,37184,24842,214,4,4,Good.,Positive,8
183,141648,23416,1421,2,2,Bad.,Negative,0
184,93811,20170,3033,1,1,Terrible.,Negative,0
185,6030,2048,3643,5,5,Excellent!,Positive,4
186,169151,15434,3312,2,2,Bad.,Negative,2
187,167515,16134,1913,2,2,Bad.,Negative,8
188,126671,9861,12,1,1,Terrible.,Negative,5
189,46602,2189,1907,1,1,Terrible.,Negative,1
190,147139,17769,2016,2,2,Bad.,Negative,1
191,69086,8004,3654,2,2,Bad.,Negative,14
192,188876,371,2125,5,5,Excellent!,Positive,10
193,138413,3624,472,5,5,Excellent!,Positive,7
194,162816,1090,2914,1,1,Terrible.,Negative,20
195,129242,19830,3774,5,5,Excellent!,Positive,11
196,155996,17963,1146,5,5,Excellent!,Positive,17
197,146736,18187,1206,1,1,Terrible.,Negative,17
198,155059,22019,3143,1,1,Terrible.,Negative,9
199,84371,6343,404,2,2,Bad.,Negative,15
200,155396,15441,3590,1,1,Terrible.,Negative,15
201,56611,3790,29,5,5,Excellent!,Positive,20
202,26147,909,1127,2,2,Bad.,Negative,12
203,28419,18514,2326,3,3,Okay.,Neutral,6
204,79094,17086,2223,5,5,Excellent!,Positive,2
205,194821,21391,991,3,3,Okay.,Neutral,10
206,149808,13280,2357,5,5,Excellent!,Positive,12
207,45724,8245,2244,3,3,Okay.,Neutral,17
208,184500,6479,2969,3,3,Okay.,Neutral,1
209,157290,9558,1102,1,1,Terrible.,Negative,19
210,10860,13733,3602,3,3,Okay.,Neutral,5
211,128658,24424,3368,5,5,Excellent!,Positive,7
212,42855,5645,614,1,1,Terrible.,Negative,18
213,134854,4414,274,2,2,Bad.,Negative,7
214,142263,14540,1467,2,2,Bad.,Negative,17
215,49012,15991,117,2,2,Bad.,Negative,12
216,29245,23959,3336,2,2,Bad.,Negative,7
217,75584,1811,1864,4,4,Good.,Positive,17
218,73844,13028,3444,1,1,Terrible.,Negative,4
219,97862,1112,482,4,4,Good.,Positive,8
220,130937,18109,1761,3,3,Okay.,Neutral,9
221,47927,12862,1167,4,4,Good.,Positive,16
222,17311,11788,821,1,1,Terrible.,Negative,6
223,51452,13474,3303,1,1,Terrible.,Negative,11
224,161760,7184,615,3,3,Okay.,Neutral,12
225,140065,4397,1183,1,1,Terrible.,Negative,6
226,157960,13379,1371,4,4,Good.,Positive,19
227,53621,7318,24,3,3,Okay.,Neutral,0
228,67902,13381,509,2,2,Bad.,Negative,6
229,181858,10192,1487,4,4,Good.,Positive,15
230,141983,668,3197,2,2,Bad.,Negative,9
231,181491,4633,1063,5,5,Excellent!,Positive,6
232,181885,4022,1967,1,1,Terrible.,Negative,10
233,93379,21561,3480,1,1,Terrible.,Negative,18
234,137111,20608,3914,2,2,Bad.,Negative,7
235,25354,11307,650,4,4,Good.,Positive,11
236,162386,23621,1312,5,5,Excellent!,Positive,7
237,38953,23269,1882,3,3,Okay.,Neutral,9
238,59478,19523,1271,4,4,Good.,Positive,5
239,143245,23486,1355,4,4,Good.,Positive,7
240,142792,21622,1955,5,5,Excellent!,Positive,16
241,99578,1352,2287,5,5,Excellent!,Positive,18
242,38172,1929,3055,5,5,Excellent!,Positive,5
243,138978,23118,3954,4,4,Good.,Positive,8
244,104045,6355,2048,5,5,Excellent!,Positive,11
245,43807,11418,2432,2,2,Bad.,Negative,12
246,78426,5761,3507,5,5,Excellent!,Positive,19
247,108229,12624,3302,1,1,Terrible.,Negative,18
248,189988,12984,3171,3,3,Okay.,Neutral,20
249,150078,15531,1575,3,3,Okay.,Neutral,7
250,19101,7130,620,3,3,Okay.,Neutral,11
251,157926,14577,1789,2,2,Bad.,Negative,9
252,136873,24864,2074,2,2,Bad.,Negative,11
253,134507,8285,2065,1,1,Terrible.,Negative,17
254,71364,3391,1595,2,2,Bad.,Negative,15
255,123890,23608,1721,3,3,Okay.,Neutral,11
256,87442,258,2563,4,4,Good.,Positive,13
257,189052,18211,3097,2,2,Bad.,Negative,10
258,174161,11101,856,2,2,Bad.,Negative,9
259,147164,16902,3581,5,5,Excellent!,Positive,1
260,118765,3075,1499,2,2,Bad.,Negative,4
261,159190,9939,2988,4,4,Good.,Positive,6
262,4190,23154,2893,5,5,Excellent!,Positive,19
263,13067,12558,632,3,3,Okay.,Neutral,4
264,199798,7964,3667,2,2,Bad.,Negative,11
265,69039,18756,3365,4,4,Good.,Positive,17
266,65508,17340,1847,4,4,Good.,Positive,19
267,20469,9008,2130,2,2,Bad.,Negative,6
268,49852,17938,325,3,3,Okay.,Neutral,4
269,46885,4847,151,5,5,Excellent!,Positive,4
270,177339,21264,982,3,3,Okay.,Neutral,11
271,60001,17644,3744,3,3,Okay.,Neutral,7
272,67590,18339,2669,5,5,Excellent!,Positive,13
273,198521,18895,3083,2,2,Bad.,Negative,0
274,93430,2710,2738,4,4,Good.,Positive,18
275,156323,3412,1369,5,5,Excellent!,Positive,13
276,60686,4101,2020,2,2,Bad.,Negative,5
277,55961,19778,1135,3,3,Okay.,Neutral,3
278,161639,6040,983,4,4,Good.,Positive,16
279,156958,19683,3438,5,5,Excellent!,Positive,1
280,125750,19424,2421,1,1,Terrible.,Negative,9
281,96289,7445,3914,4,4,Good.,Positive,17
282,188209,6496,3524,1,1,Terrible.,Negative,3
283,39437,6344,3129,4,4,Good.,Positive,4
284,29850,3751,3376,2,2,Bad.,Negative,1
285,78308,20146,1583,4,4,Good.,Positive,3
286,107696,17354,605,4,4,Good.,Positive,12
287,62419,20959,2852,4,4,Good.,Positive,0
288,83228,4594,1728,2,2,Bad.,Negative,16
289,192729,16946,532,2,2,Bad.,Negative,17
290,78563,4197,35,4,4,Good.,Positive,9
291,149500,9375,3178,2,2,Bad.,Negative,3
292,155602,1576,3610,3,3,Okay.,Neutral,1
293,170548,8811,2714,5,5,Excellent!,Positive,6
294,96797,16664,3886,4,4,Good.,Positive,1
295,96424,15982,2486,2,2,Bad.,Negative,11
296,40552,5221,3080,3,3,Okay.,Neutral,15
297,109058,10208,1171,4,4,Good.,Positive,20
298,26482,1460,2345,2,2,Bad.,Negative,1
299,76092,5027,2631,4,4,Good.,Positive,10
300,106639,12210,503,4,4,Good.,Positive,11
301,31556,4990,2600,1,1,Terrible.,Negative,11
302,11251,7419,279,3,3,Okay.,Neutral,10
303,130177,13524,389,3,3,Okay.,Neutral,8
304,194208,12915,2635,3,3,Okay.,Neutral,3
305,185557,2424,139,5,5,Excellent!,Positive,9
306,106525,656,819,2,2,Bad.,Negative,12
307,104095,12706,522,3,3,Okay.,Neutral,11
308,101161,15485,3182,5,5,Excellent!,Positive,1
309,115989,6868,56,3,3,Okay.,Neutral,5
310,192576,17469,3804,3,3,Okay.,Neutral,8
311,141514,15698,267,4,4,Good.,Positive,17
312,175413,23401,1076,5,5,Excellent!,Positive,9
313,6541,15866,2748,2,2,Bad.,Negative,6
314,185597,720,2547,2,2,Bad.,Negative,19
315,27356,18364,848,1,1,Terrible.,Negative,12
316,62762,5036,767,3,3,Okay.,Neutral,4
317,90907,21121,2510,3,3,Okay.,Neutral,10
318,43209,3203,3087,3,3,Okay.,Neutral,18
319,26646,13852,2775,5,5,Excellent!,Positive,10
320,133434,21082,152,3,3,Okay.,Neutral,14
321,198953,17538,1441,4,4,Good.,Positive,12
322,88859,21905,2725,4,4,Good.,Positive,4
323,166788,16829,2554,5,5,Excellent!,Positive,4
324,151212,7929,2283,1,1,Terrible.,Negative,19
325,68459,8060,2168,5,5,Excellent!,Positive,19
326,81919,4385,579,4,4,Good.,Positive,20
327,53690,23676,297,1,1,Terrible.,Negative,1
328,104232,357,185,1,1,Terrible.,Negative,13
329,170984,15476,486,5,5,Excellent!,Positive,14
330,146549,6101,1968,3,3,Okay.,Neutral,3
331,96370,14587,848,4,4,Good.,Positive,8
332,78666,19700,3516,4,4,Good.,Positive,16
333,51822,12048,1045,2,2,Bad.,Negative,20
334,95721,1204,532,4,4,Good.,Positive,4
335,49766,2298,3745,5,5,Excellent!,Positive,16
336,69996,15147,2876,2,2,Bad.,Negative,20
337,14974,14001,3574,4,4,Good.,Positive,15
338,46464,24270,3038,4,4,Good.,Positive,0
339,99805,4009,3626,3,3,Okay.,Neutral,8
340,1458,7835,1399,1,1,Terrible.,Negative,10
341,79899,17349,1572,2,2,Bad.,Negative,16
342,61807,1039,2401,4,4,Good.,Positive,5
343,19488,9313,2499,2,2,Bad.,Negative,11
344,137823,17165,1389,4,4,Good.,Positive,6
345,145776,1522,1398,3,3,Okay.,Neutral,15
346,197863,18368,892,2,2,Bad.,Negative,9
347,52193,12121,2101,2,2,Bad.,Negative,3
348,168246,5721,2461,3,3,Okay.,Neutral,0
349,77799,21768,512,2,2,Bad.,Negative,16
350,125631,12152,3740,2,2,Bad.,Negative,5
351,56211,10057,3861,1,1,Terrible.,Negative,16
352,103687,15611,1495,2,2,Bad.,Negative,19
353,89108,2704,1616,2,2,Bad.,Negative,5
354,156792,13679,14,5,5,Excellent!,Positive,13
355,178820,3343,3748,5,5,Excellent!,Positive,18
356,82309,5368,1467,2,2,Bad.,Negative,9
357,70104,22436,10,5,5,Excellent!,Positive,0
358,141161,13731,3131,5,5,Excellent!,Positive,3
359,29455,3458,1720,2,2,Bad.,Negative,1
360,154804,3578,866,1,1,Terrible.,Negative,7
361,180818,4569,3574,1,1,Terrible.,Negative,19
362,125855,16150,187,5,5,Excellent!,Positive,20
363,96913,18062,1927,4,4,Good.,Positive,18
364,167757,17062,3000,4,4,Good.,Positive,6
365,5961,3921,1180,2,2,Bad.,Negative,17
366,183030,4029,390,2,2,Bad.,Negative,17
367,88582,339,616,5,5,Excellent!,Positive,13
368,187189,24848,1152,3,3,Okay.,Neutral,17
369,26045,21344,874,2,2,Bad.,Negative,7
370,120407,4596,3161,5,5,Excellent!,Positive,4
371,75359,6437,2806,1,1,Terrible.,Negative,6
372,104679,18224,2775,4,4,Good.,Positive,3
373,101942,6183,1483,3,3,Okay.,Neutral,9
374,50154,20774,2078,1,1,Terrible.,Negative,18
375,29967,14778,1283,5,5,Excellent!,Positive,19
376,82711,2261,54,4,4,Good.,Positive,9
377,169930,8525,1533,2,2,Bad.,Negative,2
378,181285,3896,3726,2,2,Bad.,Negative,16
379,90419,11250,124,3,3,Okay.,Neutral,17
380,54667,18573,3584,2,2,Bad.,Negative,15
381,149485,21331,113,5,5,Excellent!,Positive,16
382,178728,24165,216,4,4,Good.,Positive,16
383,32756,21166,325,3,3,Okay.,Neutral,10
384,239,551,204,5,5,Excellent!,Positive,1
385,183477,21966,3086,1,1,Terrible.,Negative,1
386,7816,3868,768,5,5,Excellent!,Positive,9
387,185034,1408,3052,5,5,Excellent!,Positive,0
388,49979,23915,2905,2,2,Bad.,Negative,20
389,198726,20258,1907,4,4,Good.,Positive,0
390,38331,18336,2956,4,4,Good.,Positive,6
391,38607,22367,2782,5,5,Excellent!,Positive,3
392,190255,15458,3359,5,5,Excellent!,Positive,12
393,190795,11776,3933,1,1,Terrible.,Negative,14
394,181160,10562,1728,2,2,Bad.,Negative,4
395,52549,14715,1121,2,2,Bad.,Negative,4
396,169879,11182,1226,1,1,Terrible.,Negative,7
397,58806,21535,837,4,4,Good.,Positive,17
398,82020,17265,2742,3,3,Okay.,Neutral,16
399,149568,15856,2802,1,1,Terrible.,Negative,19
400,176736,16489,3981,1,1,Terrible.,Negative,5
401,160821,12324,3139,1,1,Terrible.,Negative,14
402,194875,9714,1601,4,4,Good.,Positive,19
403,114628,13199,2413,4,4,Good.,Positive,10
404,149410,13663,2626,2,2,Bad.,Negative,9
405,188380,16578,2394,1,1,Terrible.,Negative,18
406,175644,13281,516,4,4,Good.,Positive,12
407,9660,4320,3049,1,1,Terrible.,Negative,8
408,186878,280,2421,3,3,Okay.,Neutral,2
409,76803,10622,432,4,4,Good.,Positive,10
410,180789,6017,514,1,1,Terrible.,Negative,14
411,144646,18104,3164,2,2,Bad.,Negative,13
412,106452,9003,1247,1,1,Terrible.,Negative,0
413,141274,9778,1135,1,1,Terrible.,Negative,15
414,83979,19327,3528,4,4,Good.,Positive,10
415,195171,12503,2885,1,1,Terrible.,Negative,18
416,45466,15116,1349,1,1,Terrible.,Negative,6
417,153724,14750,3558,2,2,Bad.,Negative,0
418,140366,24254,560,1,1,Terrible.,Negative,17
419,94226,7620,1231,5,5,Excellent!,Positive,1
420,136136,16812,3734,5,5,Excellent!,Positive,16
421,69532,3075,2584,5,5,Excellent!,Positive,2
422,108888,7608,2222,4,4,Good.,Positive,15
423,18923,15740,3968,5,5,Excellent!,Positive,10
424,87866,13191,2792,5,5,Excellent!,Positive,7
425,86980,1188,1468,5,5,Excellent!,Positive,10
426,4735,14830,3068,3,3,Okay.,Neutral,8
427,18851,23852,1012,3,3,Okay.,Neutral,4
428,34249,21356,3368,3,3,Okay.,Neutral,0
429,23512,20297,574,4,4,Good.,Positive,2
430,183894,837,3284,4,4,Good.,Positive,6
431,114966,21261,2124,1,1,Terrible.,Negative,6
432,162654,14439,1834,5,5,Excellent!,Positive,14
433,136304,976,102,2,2,Bad.,Negative,17
434,190433,2834,1737,1,1,Terrible.,Negative,15
435,54586,4198,2297,1,1,Terrible.,Negative,6
436,72200,9922,1871,4,4,Good.,Positive,12
437,171147,138,2802,3,3,Okay.,Neutral,16
438,123351,24899,3473,2,2,Bad.,Negative,0
439,106921,19917,2186,1,1,Terrible.,Negative,17
440,107036,11255,2922,4,4,Good.,Positive,6
441,120679,4773,1545,2,2,Bad.,Negative,7
442,17588,14626,3097,5,5,Excellent!,Positive,7
443,181296,507,2239,5,5,Excellent!,Positive,1
444,18295,15208,1377,1,1,Terrible.,Negative,7
445,114358,9985,3661,1,1,Terrible.,Negative,16
446,163324,12060,248,3,3,Okay.,Neutral,19
447,13132,16214,122,5,5,Excellent!,Positive,0
448,16903,19881,2890,3,3,Okay.,Neutral,16
449,156526,8113,882,2,2,Bad.,Negative,16
450,153694,20135,3804,3,3,Okay.,Neutral,11
451,17050,1278,303,2,2,Bad.,Negative,5
452,55911,14879,447,1,1,Terrible.,Negative,1
453,3955,669,3873,5,5,Excellent!,Positive,2
454,81660,24588,3313,3,3,Okay.,Neutral,1
455,9015,8175,3516,1,1,Terrible.,Negative,11
456,167137,5163,2062,2,2,Bad.,Negative,0
457,18847,3075,582,1,1,Terrible.,Negative,1
458,81505,4386,304,3,3,Okay.,Neutral,7
459,173561,3040,532,4,4,Good.,Positive,1
460,115003,2238,3906,2,2,Bad.,Negative,0
461,135913,4997,1440,5,5,Excellent!,Positive,4
462,46950,20779,694,5,5,Excellent!,Positive,4
463,125330,5156,1964,1,1,Terrible.,Negative,11
464,145961,4241,1533,3,3,Okay.,Neutral,4
465,43680,6474,533,4,4,Good.,Positive,15
466,101943,17061,2445,5,5,Excellent!,Positive,6
467,82977,13458,2836,3,3,Okay.,Neutral,11
468,169663,14322,3015,3,3,Okay.,Neutral,8
469,191754,1934,3589,1,1,Terrible.,Negative,19
470,119553,20979,672,1,1,Terrible.,Negative,20
471,2380,6684,2302,1,1,Terrible.,Negative,0
472,58282,11170,723,1,1,Terrible.,Negative,6
473,165060,23848,1550,5,5,Excellent!,Positive,3
474,48584,16381,2745,3,3,Okay.,Neutral,10
475,97971,16124,3302,4,4,Good.,Positive,1
476,171635,14834,560,5,5,Excellent!,Positive,20
477,30419,17262,3971,4,4,Good.,Positive,2
478,197926,9122,1700,4,4,Good.,Positive,9
479,198058,15072,479,2,2,Bad.,Negative,14
480,173553,24002,390,5,5,Excellent!,Positive,13
481,20062,23893,2248,1,1,Terrible.,Negative,20
482,199893,2654,2032,1,1,Terrible.,Negative,20
483,164777,24301,1674,5,5,Excellent!,Positive,18
484,46712,9560,151,4,4,Good.,Positive,9
485,45816,19937,582,2,2,Bad.,Negative,7
486,149470,18927,855,5,5,Excellent!,Positive,5
487,198752,15294,708,3,3,Okay.,Neutral,8
488,142132,1199,1956,1,1,Terrible.,Negative,14
489,161796,13864,3650,5,5,Excellent!,Positive,20
490,193320,5506,2473,4,4,Good.,Positive,7
491,28922,8336,3042,5,5,Excellent!,Positive,8
492,151570,16732,2799,3,3,Okay.,Neutral,4
493,50844,5209,3914,2,2,Bad.,Negative,9
494,54662,1100,1954,2,2,Bad.,Negative,7
495,107405,2681,3191,2,2,Bad.,Negative,20
496,33332,8024,2187,3,3,Okay.,Neutral,14
497,122505,9338,557,1,1,Terrible.,Negative,8
498,76602,691,3332,3,3,Okay.,Neutral,3
499,115573,13877,3163,4,4,Good.,Positive,6
500,97887,15058,2992,1,1,Terrible.,Negative,14
501,71399,22142,105,1,1,Terrible.,Negative,17
502,127162,13063,1251,4,4,Good.,Positive,17
503,18484,829,1728,4,4,Good.,Positive,12
504,93587,18341,1784,3,3,Okay.,Neutral,4
505,138311,17482,1054,4,4,Good.,Positive,17
506,100034,21830,2974,4,4,Good.,Positive,18
507,73442,9452,542,4,4,Good.,Positive,13
508,7349,24873,106,4,4,Good.,Positive,1
509,188643,22231,2886,2,2,Bad.,Negative,7
510,188725,16234,1856,1,1,Terrible.,Negative,6
511,152119,7758,2804,1,1,Terrible.,Negative,4
512,90312,20047,1601,5,5,Excellent!,Positive,7
513,190825,10918,3754,3,3,Okay.,Neutral,6
514,22171,9981,2639,4,4,Good.,Positive,7
515,124031,14037,779,2,2,Bad.,Negative,4
516,169285,11769,166,3,3,Okay.,Neutral,5
517,121616,12935,2235,4,4,Good.,Positive,13
518,69106,13498,3038,3,3,Okay.,Neutral,17
519,101798,18711,3857,1,1,Terrible.,Negative,4
520,57412,13339,1267,2,2,Bad.,Negative,17
521,188045,15864,796,1,1,Terrible.,Negative,11
522,52806,23575,2940,1,1,Terrible.,Negative,0
523,194830,23862,2548,3,3,Okay.,Neutral,17
524,161010,8556,1624,2,2,Bad.,Negative,8
525,105359,16094,3544,4,4,Good.,Positive,15
526,46745,20253,1016,3,3,Okay.,Neutral,0
527,140134,24467,2013,3,3,Okay.,Neutral,9
528,7601,4206,314,4,4,Good.,Positive,6
529,47560,16586,2947,1,1,Terrible.,Negative,6
530,111040,10013,1790,2,2,Bad.,Negative,11
531,3383,22997,175,1,1,Terrible.,Negative,18
532,150562,20382,1918,2,2,Bad.,Negative,19
