Payment_ID,Order_ID,Payment_Mode_ID,Payment_Status,Transaction_Time,Gateway,Refund_Amount,Cashback_Amount
77,77,2,Success,00:28:56,PhonePe,0.0,0.0
78,78,4,Failed,04:27:06,ICICI,0.0,142.23
79,79,6,Success,18:42:30,ICICI,0.0,0.0
80,80,1,Success,13:59:42,Paytm,0.0,0.0
81,81,4,Success,09:47:33,HDFC,0.0,0.0
82,82,4,Success,20:43:05,Razorpay,0.0,0.0
83,83,1,Success,17:37:31,HDFC,0.0,0.0
84,84,4,Success,14:31:47,PhonePe,0.0,0.0
85,85,6,Success,10:55:20,ICICI,0.0,0.0
86,86,4,Success,09:27:54,Paytm,0.0,0.0
87,87,2,Success,20:57:49,Razorpay,0.0,0.0
88,88,5,Success,18:31:29,Razorpay,0.0,0.0
89,89,1,Success,09:29:28,Razorpay,0.0,0.0
90,90,5,Success,18:58:51,ICICI,0.0,0.0
91,91,5,Success,15:11:02,Razorpay,0.0,0.0
92,92,1,Success,14:21:06,ICICI,0.0,61.4
93,93,2,Success,20:35:24,HDFC,0.0,0.0
94,94,5,Success,13:14:08,Paytm,0.0,0.0
95,95,1,Success,15:10:11,ICICI,0.0,96.7
96,96,6,Success,01:23:43,ICICI,0.0,0.0
97,97,3,Success,12:35:59,PhonePe,0.0,0.0
98,98,6,Success,11:56:22,PhonePe,0.0,0.0
99,99,4,Success,11:08:02,Paytm,0.0,0.0
100,100,3,Success,12:49:18,HDFC,0.0,0.0
101,101,1,Success,12:15:45,Razorpay,0.0,0.0
102,102,1,Failed,14:34:32,ICICI,0.0,0.0
103,103,3,Success,21:47:48,Paytm,0.0,0.0
104,104,1,Success,09:04:45,Paytm,0.0,0.0
105,105,2,Success,14:55:49,HDFC,0.0,0.0
106,106,6,Success,22:17:51,PhonePe,0.0,0.0
107,107,6,Success,13:28:22,ICICI,0.0,50.56
108,108,5,Success,10:08:04,PhonePe,0.0,0.0
109,109,1,Success,19:08:33,Paytm,0.0,0.0
110,110,1,Success,18:49:16,ICICI,0.0,0.0
111,111,3,Success,13:54:20,ICICI,0.0,0.0
112,112,3,Success,08:50:31,Paytm,0.0,0.0
113,113,3,Success,16:41:04,ICICI,0.0,0.0
114,114,1,Success,00:33:57,Razorpay,0.0,0.0
115,115,1,Refunded,18:37:09,Razorpay,312.86,0.0
116,116,2,Success,18:40:01,PhonePe,0.0,0.0
117,117,4,Success,12:29:13,ICICI,0.0,0.0
118,118,5,Success,04:29:07,Razorpay,0.0,0.0
119,119,6,Success,15:46:20,Paytm,0.0,0.0
120,120,3,Success,12:37:22,ICICI,0.0,0.0
121,121,4,Success,11:23:48,Paytm,0.0,65.41
122,122,3,Success,19:06:25,Razorpay,0.0,0.0
123,123,2,Success,17:38:57,Paytm,0.0,0.0
124,124,3,Success,09:52:01,ICICI,0.0,0.0
125,125,4,Success,12:03:37,ICICI,0.0,0.0
126,126,2,Success,12:32:49,Paytm,0.0,0.0
127,127,2,Success,11:21:34,HDFC,0.0,48.74
128,128,4,Refunded,19:59:59,Paytm,5061.89,0.0
129,129,6,Success,13:13:12,Razorpay,0.0,0.0
130,130,1,Success,11:43:49,HDFC,0.0,0.0
131,131,4,Success,09:03:58,PhonePe,0.0,0.0
132,132,2,Success,16:56:02,Paytm,0.0,115.37
133,133,2,Success,14:51:07,HDFC,0.0,0.0
134,134,3,Failed,12:32:20,PhonePe,0.0,0.0
135,135,4,Success,05:19:37,ICICI,0.0,0.0
136,136,1,Success,11:07:40,Razorpay,0.0,0.0
137,137,3,Success,09:43:48,Paytm,0.0,0.0
138,138,3,Success,12:20:54,Razorpay,0.0,0.0
139,139,4,Success,12:51:19,PhonePe,0.0,0.0
140,140,3,Success,15:49:41,HDFC,0.0,0.0
141,141,5,Success,16:43:46,Razorpay,0.0,0.0
142,142,5,Success,19:13:04,Paytm,0.0,0.0
143,143,6,Success,20:08:32,HDFC,0.0,266.97
144,144,5,Success,22:42:24,Paytm,0.0,0.0
145,145,1,Success,09:35:26,PhonePe,0.0,0.0
146,146,6,Success,11:17:24,Razorpay,0.0,0.0
147,147,3,Success,12:13:59,ICICI,0.0,0.0
148,148,4,Success,17:16:23,PhonePe,0.0,0.0
149,149,3,Success,05:16:35,ICICI,0.0,0.0
150,150,4,Success,18:10:46,HDFC,0.0,0.0
151,151,2,Success,16:52:42,ICICI,0.0,0.0
152,152,4,Success,18:40:42,ICICI,0.0,0.0
153,153,3,Success,10:12:39,PhonePe,0.0,0.0
154,154,5,Success,23:25:24,ICICI,0.0,0.0
155,155,4,Success,12:13:57,HDFC,0.0,0.0
156,156,2,Success,11:10:36,ICICI,0.0,0.0
157,157,6,Success,14:38:49,Paytm,0.0,0.0
158,158,3,Success,18:49:39,ICICI,0.0,0.0
159,159,5,Success,19:05:00,PhonePe,0.0,148.0
160,160,2,Success,08:00:18,PhonePe,0.0,0.0
161,161,2,Success,19:27:17,Paytm,0.0,155.11
162,162,2,Success,10:21:53,HDFC,0.0,0.0
163,163,1,Success,06:25:20,HDFC,0.0,0.0
164,164,6,Success,19:34:11,ICICI,0.0,0.0
165,165,6,Success,08:08:40,HDFC,0.0,0.0
166,166,2,Success,19:02:50,Paytm,0.0,0.0
167,167,1,Success,13:06:00,Razorpay,0.0,0.0
168,168,2,Success,07:22:01,Paytm,0.0,0.0
169,169,6,Success,12:06:28,ICICI,0.0,0.0
170,170,5,Success,09:29:14,Paytm,0.0,0.0
171,171,1,Success,11:06:51,HDFC,0.0,0.0
172,172,4,Success,10:25:37,ICICI,0.0,0.0
173,173,5,Success,12:24:26,PhonePe,0.0,0.0
174,174,4,Success,20:03:55,ICICI,0.0,0.0
175,175,5,Success,21:05:36,HDFC,0.0,0.0
176,176,5,Success,19:32:07,HDFC,0.0,0.0
177,177,6,Success,03:16:22,HDFC,0.0,0.0
178,178,2,Success,11:22:34,PhonePe,0.0,0.0
179,179,5,Success,08:48:50,HDFC,0.0,0.0
180,180,3,Success,15:09:36,HDFC,0.0,146.44
181,181,3,Success,13:29:40,Paytm,0.0,0.0
182,182,3,Success,00:54:31,ICICI,0.0,65.14
183,183,2,Success,00:05:41,Paytm,0.0,0.0
184,184,6,Failed,12:05:45,Paytm,0.0,133.65
185,185,4,Success,19:08:30,PhonePe,0.0,0.0
186,186,4,Success,17:33:36,Razorpay,0.0,0.0
187,187,4,Success,11:48:07,HDFC,0.0,0.0
188,188,5,Success,14:56:19,Razorpay,0.0,0.0
189,189,5,Success,19:56:00,HDFC,0.0,0.0
190,190,3,Success,18:44:25,PhonePe,0.0,0.0
191,191,5,Refunded,18:44:27,ICICI,3353.49,0.0
192,192,2,Success,20:33:50,HDFC,0.0,0.0
193,193,4,Success,14:40:04,HDFC,0.0,59.19
194,194,3,Success,08:02:30,HDFC,0.0,0.0
195,195,4,Success,23:36:23,Paytm,0.0,0.0
196,196,5,Success,12:05:35,Razorpay,0.0,0.0
197,197,1,Failed,17:00:59,HDFC,0.0,0.0
198,198,4,Success,18:33:15,Paytm,0.0,16.33
199,199,4,Success,21:47:05,PhonePe,0.0,0.0
200,200,3,Success,18:53:47,PhonePe,0.0,0.0
201,201,4,Success,19:20:26,PhonePe,0.0,0.0
202,202,4,Success,00:44:38,PhonePe,0.0,0.0
203,203,4,Success,15:35:47,Razorpay,0.0,0.0
204,204,1,Success,20:05:37,PhonePe,0.0,0.0
205,205,1,Success,20:02:29,Razorpay,0.0,0.0
206,206,2,Success,11:39:15,Paytm,0.0,0.0
207,207,5,Success,13:50:45,Paytm,0.0,0.0
208,208,4,Success,11:51:30,Razorpay,0.0,0.0
209,209,2,Success,17:59:53,HDFC,0.0,0.0
210,210,3,Success,19:12:53,Paytm,0.0,0.0
211,211,6,Success,11:45:11,Razorpay,0.0,0.0
212,212,2,Success,11:19:20,PhonePe,0.0,0.0
213,213,1,Success,06:42:37,PhonePe,0.0,0.0
214,214,4,Success,18:36:06,HDFC,0.0,0.0
215,215,2,Success,13:13:15,Razorpay,0.0,0.0
216,216,6,Success,14:53:30,Paytm,0.0,0.0
217,217,3,Success,19:57:05,ICICI,0.0,0.0
218,218,3,Failed,07:26:44,ICICI,0.0,0.0
219,219,3,Success,12:06:01,Razorpay,0.0,0.0
220,220,3,Success,20:34:24,Razorpay,0.0,0.0
221,221,4,Success,16:42:22,Razorpay,0.0,0.0
222,222,3,Success,14:05:25,HDFC,0.0,0.0
223,223,4,Success,08:52:40,Paytm,0.0,0.0
224,224,6,Success,13:29:58,PhonePe,0.0,0.0
225,225,4,Refunded,23:11:17,HDFC,2319.6,0.0
226,226,5,Success,19:08:19,PhonePe,0.0,0.0
227,227,2,Success,18:32:50,Razorpay,0.0,0.0
228,228,4,Success,14:29:03,Paytm,0.0,0.0
229,229,3,Refunded,23:55:30,Razorpay,3120.32,0.0
230,230,3,Success,00:14:43,Paytm,0.0,0.0
231,231,3,Success,18:16:38,PhonePe,0.0,0.0
232,232,5,Success,18:32:42,PhonePe,0.0,0.0
233,233,1,Failed,19:20:43,Paytm,0.0,0.0
234,234,4,Success,10:43:34,ICICI,0.0,0.0
235,235,6,Success,08:57:21,HDFC,0.0,0.0
236,236,4,Success,13:37:37,HDFC,0.0,0.0
237,237,1,Success,18:20:55,PhonePe,0.0,0.0
238,238,3,Failed,19:50:48,ICICI,0.0,0.0
239,239,5,Success,18:48:53,ICICI,0.0,0.0
240,240,6,Success,08:19:18,ICICI,0.0,0.0
241,241,6,Success,19:46:08,HDFC,0.0,0.0
242,242,3,Success,14:03:42,Paytm,0.0,0.0
243,243,2,Success,17:26:42,PhonePe,0.0,0.0
244,244,5,Success,15:12:38,Paytm,0.0,0.0
245,245,6,Success,08:15:00,HDFC,0.0,0.0
246,246,5,Success,18:16:29,ICICI,0.0,0.0
247,247,1,Success,06:54:08,Paytm,0.0,0.0
248,248,3,Success,15:29:17,Paytm,0.0,0.0
249,249,6,Success,20:39:01,ICICI,0.0,0.0
250,250,1,Success,08:42:46,Razorpay,0.0,0.0
251,251,6,Success,18:15:21,Paytm,0.0,0.0
252,252,4,Success,06:35:00,Razorpay,0.0,0.0
253,253,5,Success,06:28:07,PhonePe,0.0,0.0
254,254,4,Success,22:08:52,PhonePe,0.0,0.0
255,255,1,Success,15:29:42,PhonePe,0.0,0.0
256,256,4,Success,12:37:11,Razorpay,0.0,0.0
257,257,4,Success,08:26:38,HDFC,0.0,164.92
258,258,6,Success,06:34:44,Razorpay,0.0,0.0
259,259,5,Success,21:42:03,PhonePe,0.0,34.96
260,260,2,Success,00:52:28,Razorpay,0.0,0.0
261,261,4,Success,11:20:35,ICICI,0.0,0.0
262,262,5,Success,16:12:18,Paytm,0.0,0.0
263,263,4,Success,12:00:21,HDFC,0.0,0.0
264,264,3,Success,14:14:11,ICICI,0.0,0.0
265,265,3,Success,11:52:48,ICICI,0.0,0.0
266,266,5,Success,15:02:18,Razorpay,0.0,0.0
267,267,2,Success,14:27:53,Paytm,0.0,0.0
268,268,1,Success,17:50:16,Paytm,0.0,0.0
269,269,5,Success,09:02:44,Razorpay,0.0,0.0
270,270,4,Refunded,19:47:25,ICICI,1745.79,0.0
271,271,1,Success,10:13:47,Paytm,0.0,0.0
272,272,3,Success,15:35:04,HDFC,0.0,99.15
273,273,3,Failed,12:20:31,ICICI,0.0,0.0
274,274,2,Success,19:53:23,HDFC,0.0,0.0
275,275,2,Success,15:12:16,Paytm,0.0,0.0
276,276,2,Success,08:49:09,Razorpay,0.0,36.32
277,277,3,Success,11:42:15,ICICI,0.0,0.0
278,278,5,Success,14:04:16,PhonePe,0.0,0.0
279,279,4,Success,18:45:33,PhonePe,0.0,0.0
280,280,3,Success,12:16:24,ICICI,0.0,0.0
281,281,4,Success,21:17:13,Razorpay,0.0,0.0
282,282,4,Success,22:13:37,PhonePe,0.0,0.0
283,283,1,Success,05:16:59,Razorpay,0.0,0.0
284,284,6,Success,07:14:53,ICICI,0.0,0.0
285,285,1,Success,17:01:12,PhonePe,0.0,0.0
286,286,2,Success,19:34:52,HDFC,0.0,0.0
287,287,4,Success,19:51:47,PhonePe,0.0,0.0
288,288,5,Success,12:45:47,HDFC,0.0,0.0
289,289,4,Success,12:17:43,Razorpay,0.0,0.0
290,290,4,Success,21:25:47,PhonePe,0.0,0.0
291,291,1,Success,18:24:40,Paytm,0.0,0.0
292,292,6,Success,09:39:41,HDFC,0.0,0.0
293,293,4,Success,21:10:43,ICICI,0.0,54.59
294,294,3,Failed,08:00:47,PhonePe,0.0,0.0
295,295,4,Success,14:18:21,ICICI,0.0,0.0
296,296,1,Success,20:50:14,ICICI,0.0,0.0
297,297,1,Success,23:35:59,Paytm,0.0,0.0
298,298,6,Refunded,19:14:12,HDFC,1159.28,0.0
299,299,2,Success,11:20:31,PhonePe,0.0,0.0
300,300,3,Success,10:25:55,HDFC,0.0,0.0
301,301,4,Success,07:55:16,Razorpay,0.0,18.61
302,302,6,Success,20:54:25,ICICI,0.0,0.0
303,303,6,Success,22:09:51,Paytm,0.0,0.0
304,304,1,Success,13:06:28,ICICI,0.0,0.0
305,305,2,Success,13:11:49,Razorpay,0.0,0.0
306,306,1,Success,12:40:51,Paytm,0.0,0.0
307,307,6,Success,13:49:55,PhonePe,0.0,0.0
308,308,3,Success,13:04:59,HDFC,0.0,0.0
309,309,4,Success,12:53:10,Paytm,0.0,0.0
310,310,4,Failed,23:47:40,Paytm,0.0,0.0
311,311,5,Success,15:30:34,Paytm,0.0,0.0
312,312,3,Success,14:10:45,HDFC,0.0,0.0
313,313,5,Success,00:11:08,PhonePe,0.0,0.0
314,314,3,Success,17:06:18,PhonePe,0.0,0.0
315,315,5,Success,21:17:49,HDFC,0.0,0.0
316,316,4,Success,13:49:28,ICICI,0.0,0.0
317,317,3,Success,18:40:46,ICICI,0.0,0.0
318,318,4,Success,20:40:27,HDFC,0.0,0.0
319,319,2,Success,14:49:05,Paytm,0.0,0.0
320,320,2,Success,10:31:14,HDFC,0.0,58.28
321,321,6,Success,14:45:28,HDFC,0.0,0.0
322,322,4,Success,11:18:52,HDFC,0.0,0.0
323,323,6,Success,15:46:04,Paytm,0.0,0.0
324,324,1,Success,03:53:08,Paytm,0.0,0.0
325,325,5,Success,08:44:37,PhonePe,0.0,0.0
326,326,4,Success,11:50:45,Razorpay,0.0,0.0
327,327,4,Success,11:24:12,Razorpay,0.0,0.0
328,328,4,Success,19:42:27,Paytm,0.0,244.89
329,329,3,Success,22:15:36,PhonePe,0.0,0.0
330,330,4,Success,18:19:14,Razorpay,0.0,0.0
331,331,6,Success,12:29:22,ICICI,0.0,0.0
332,332,6,Refunded,10:46:20,HDFC,2745.29,0.0
333,333,1,Success,18:55:49,ICICI,0.0,101.03
334,334,6,Success,09:46:25,PhonePe,0.0,0.0
335,335,6,Success,11:12:31,Razorpay,0.0,0.0
336,336,1,Success,18:22:12,Razorpay,0.0,0.0
337,337,1,Refunded,11:43:23,Razorpay,966.44,0.0
338,338,1,Success,17:47:34,PhonePe,0.0,0.0
339,339,2,Refunded,23:18:12,Paytm,3015.64,0.0
340,340,5,Success,03:31:55,Paytm,0.0,0.0
341,341,1,Success,02:43:22,ICICI,0.0,0.0
342,342,5,Success,18:42:08,Paytm,0.0,0.0
343,343,5,Success,12:34:08,Paytm,0.0,0.0
344,344,4,Refunded,18:58:10,PhonePe,310.1,0.0
345,345,4,Success,23:28:47,PhonePe,0.0,0.0
346,346,2,Success,20:32:54,Razorpay,0.0,0.0
347,347,3,Success,16:47:42,ICICI,0.0,0.0
348,348,4,Success,12:06:28,PhonePe,0.0,0.0
349,349,3,Success,12:28:25,Paytm,0.0,0.0
350,350,4,Success,20:26:20,Razorpay,0.0,0.0
351,351,5,Success,10:33:45,PhonePe,0.0,0.0
352,352,6,Success,12:49:45,PhonePe,0.0,75.41
353,353,6,Success,18:48:16,HDFC,0.0,0.0
354,354,5,Success,09:17:39,Razorpay,0.0,0.0
355,355,6,Success,19:58:05,HDFC,0.0,0.0
356,356,3,Success,12:05:49,Paytm,0.0,0.0
357,357,3,Success,01:13:39,Paytm,0.0,0.0
358,358,5,Success,22:39:36,PhonePe,0.0,0.0
359,359,6,Success,19:51:39,Paytm,0.0,0.0
360,360,6,Success,13:43:21,Razorpay,0.0,0.0
361,361,4,Success,18:09:40,Razorpay,0.0,0.0
362,362,6,Success,22:43:21,Paytm,0.0,192.4
363,363,3,Success,01:54:20,PhonePe,0.0,0.0
364,364,2,Success,21:28:32,Paytm,0.0,0.0
365,365,5,Success,11:46:02,PhonePe,0.0,0.0
366,366,3,Success,00:36:48,Paytm,0.0,0.0
367,367,4,Success,13:00:39,PhonePe,0.0,0.0
368,368,3,Success,17:28:03,Razorpay,0.0,0.0
369,369,1,Success,16:21:52,Paytm,0.0,0.0
370,370,2,Success,16:43:41,HDFC,0.0,0.0
371,371,5,Success,16:07:22,PhonePe,0.0,141.05
372,372,4,Success,17:29:25,Razorpay,0.0,0.0
373,373,1,Success,02:50:21,HDFC,0.0,0.0
374,374,6,Success,18:19:25,PhonePe,0.0,0.0
375,375,6,Success,13:57:48,PhonePe,0.0,0.0
376,376,2,Success,17:19:58,HDFC,0.0,135.6
377,377,5,Success,21:55:18,PhonePe,0.0,0.0
378,378,2,Success,22:18:55,Razorpay,0.0,0.0
379,379,4,Success,18:38:59,PhonePe,0.0,0.0
380,380,1,Success,18:32:17,Paytm,0.0,87.07
381,381,3,Failed,18:33:05,HDFC,0.0,0.0
382,382,2,Success,08:57:30,ICICI,0.0,0.0
383,383,4,Success,12:03:42,PhonePe,0.0,0.0
384,384,6,Success,11:47:07,ICICI,0.0,0.0
385,385,6,Success,09:38:59,Paytm,0.0,0.0
386,386,6,Success,18:10:29,Razorpay,0.0,0.0
387,387,5,Success,22:43:20,HDFC,0.0,0.0
388,388,3,Success,11:21:43,Razorpay,0.0,0.0
389,389,2,Success,17:46:18,HDFC,0.0,0.0
390,390,2,Success,14:54:38,PhonePe,0.0,57.82
391,391,6,Success,21:57:42,PhonePe,0.0,0.0
392,392,6,Success,09:25:11,PhonePe,0.0,49.55
393,393,3,Success,19:16:49,Paytm,0.0,0.0
394,394,4,Success,04:27:25,Razorpay,0.0,0.0
395,395,6,Success,21:34:54,ICICI,0.0,0.0
396,396,1,Success,10:44:22,PhonePe,0.0,0.0
397,397,2,Success,17:53:51,ICICI,0.0,0.0
398,398,5,Success,20:55:55,Paytm,0.0,0.0
399,399,2,Success,16:11:40,PhonePe,0.0,0.0
400,400,3,Failed,14:51:12,Paytm,0.0,0.0
401,401,5,Success,19:10:44,PhonePe,0.0,0.0
402,402,1,Success,18:56:31,Razorpay,0.0,0.0
403,403,3,Success,18:09:40,Paytm,0.0,0.0
404,404,1,Success,19:26:00,Paytm,0.0,0.0
405,405,2,Success,00:50:09,HDFC,0.0,0.0
406,406,6,Success,12:02:06,Razorpay,0.0,0.0
407,407,3,Success,16:57:20,ICICI,0.0,0.0
408,408,4,Success,19:56:27,ICICI,0.0,0.0
409,409,5,Success,14:02:44,Razorpay,0.0,0.0
410,410,6,Success,12:35:54,ICICI,0.0,0.0
411,411,6,Success,07:37:14,Razorpay,0.0,172.53
412,412,4,Success,18:05:35,HDFC,0.0,0.0
413,413,1,Success,14:29:49,HDFC,0.0,0.0
414,414,4,Success,18:27:48,Razorpay,0.0,0.0
415,415,3,Success,11:07:24,ICICI,0.0,0.0
416,416,3,Failed,20:55:44,ICICI,0.0,0.0
417,417,5,Success,08:30:45,PhonePe,0.0,0.0
418,418,5,Success,10:04:06,ICICI,0.0,0.0
419,419,5,Success,09:22:26,ICICI,0.0,0.0
420,420,6,Success,09:42:44,Razorpay,0.0,0.0
421,421,6,Success,17:22:18,ICICI,0.0,0.0
422,422,2,Success,18:02:20,HDFC,0.0,0.0
423,423,2,Success,01:58:01,HDFC,0.0,0.0
424,424,4,Success,20:46:58,HDFC,0.0,0.0
425,425,1,Success,14:33:14,PhonePe,0.0,0.0
426,426,6,Success,13:23:25,PhonePe,0.0,0.0
427,427,2,Success,13:56:28,HDFC,0.0,173.91
428,428,1,Success,10:04:59,Razorpay,0.0,0.0
429,429,6,Success,13:53:37,PhonePe,0.0,0.0
430,430,5,Success,13:11:31,Razorpay,0.0,0.0
431,431,6,Refunded,18:46:36,Razorpay,1561.89,0.0
432,432,6,Success,14:18:18,HDFC,0.0,0.0
433,433,6,Success,09:43:44,Razorpay,0.0,0.0
434,434,5,Success,17:13:09,PhonePe,0.0,0.0
435,435,5,Success,18:33:48,ICICI,0.0,0.0
436,436,6,Success,14:02:12,HDFC,0.0,0.0
437,437,1,Success,23:57:12,PhonePe,0.0,0.0
438,438,3,Success,17:52:37,Razorpay,0.0,0.0
439,439,5,Success,18:53:22,Paytm,0.0,0.0
440,440,5,Success,11:46:02,ICICI,0.0,0.0
441,441,6,Success,20:12:54,ICICI,0.0,41.53
442,442,6,Success,18:09:25,PhonePe,0.0,75.27
443,443,3,Success,13:31:17,PhonePe,0.0,0.0
444,444,3,Success,12:06:47,Razorpay,0.0,0.0
445,445,2,Success,19:42:48,ICICI,0.0,0.0
446,446,1,Success,18:24:28,Paytm,0.0,0.0
447,447,1,Success,12:48:07,Razorpay,0.0,0.0
448,448,2,Success,11:20:03,HDFC,0.0,0.0
449,449,3,Success,11:26:22,Paytm,0.0,0.0
450,450,6,Success,21:20:02,PhonePe,0.0,0.0
451,451,5,Success,11:44:43,ICICI,0.0,23.32
452,452,1,Success,18:13:18,Paytm,0.0,0.0
453,453,5,Success,20:51:33,Razorpay,0.0,0.0
454,454,3,Success,00:32:29,HDFC,0.0,0.0
455,455,4,Success,17:59:36,ICICI,0.0,0.0
456,456,3,Success,09:13:54,Paytm,0.0,0.0
457,457,1,Success,10:35:27,PhonePe,0.0,0.0
458,458,3,Success,11:31:50,ICICI,0.0,0.0
459,459,6,Success,17:53:08,PhonePe,0.0,33.62
460,460,5,Refunded,11:53:37,Razorpay,1987.73,99.39
461,461,3,Success,07:27:30,Paytm,0.0,0.0
462,462,3,Success,12:35:24,PhonePe,0.0,0.0
463,463,1,Success,22:13:55,HDFC,0.0,0.0
464,464,2,Success,23:16:32,Paytm,0.0,0.0
465,465,6,Success,08:28:50,Paytm,0.0,0.0
466,466,6,Success,10:43:26,PhonePe,0.0,181.17
467,467,6,Success,22:14:01,Razorpay,0.0,0.0
468,468,4,Success,12:31:07,Razorpay,0.0,0.0
469,469,5,Success,11:13:52,HDFC,0.0,0.0
470,470,6,Success,19:37:43,HDFC,0.0,0.0
471,471,4,Success,18:35:03,Razorpay,0.0,0.0
472,472,5,Failed,15:23:08,HDFC,0.0,0.0
473,473,3,Success,19:59:27,Razorpay,0.0,0.0
474,474,1,Success,12:10:45,Paytm,0.0,0.0
475,475,4,Success,03:05:13,ICICI,0.0,39.87
476,476,3,Success,09:58:04,PhonePe,0.0,0.0
477,477,2,Success,02:05:29,Razorpay,0.0,0.0
478,478,1,Success,12:55:03,ICICI,0.0,0.0
479,479,3,Success,20:54:13,PhonePe,0.0,0.0
480,480,2,Failed,08:56:24,Razorpay,0.0,0.0
481,481,2,Success,10:33:40,Paytm,0.0,0.0
482,482,6,Success,12:27:18,Razorpay,0.0,0.0
483,483,6,Success,18:05:49,HDFC,0.0,0.0
484,484,5,Success,15:28:39,ICICI,0.0,0.0
485,485,5,Success,11:30:29,ICICI,0.0,0.0
486,486,2,Refunded,09:44:12,HDFC,2660.86,133.04
